Order City,Customer City,Order Country,Customer Country,Days for shipping (real),Sales per customer,Order Item Total,Shipping Mode,Delivery Status
Eskisehir,Caguas,Turquía,Puerto Rico,6,49.79000092,49.79000092,Standard Class,Late delivery
Wellington,Caguas,Nueva Zelanda,Puerto Rico,2,106.5899963,106.5899963,Standard Class,Advance shipping
Alice Springs,Caguas,Australia,Puerto Rico,5,106.5899963,106.5899963,Standard Class,Late delivery
Tamworth,Caguas,Australia,Puerto Rico,3,106.5899963,106.5899963,Standard Class,Advance shipping
Daca,Caguas,Bangladés,Puerto Rico,6,106.5899963,106.5899963,Standard Class,Late delivery
Tegucigalpa,Caguas,Honduras,Puerto Rico,4,59.99000168,59.99000168,Second Class,Late delivery
Granada,Caguas,Nicaragua,Puerto Rico,4,129.9900055,129.9900055,Second Class,Late delivery
Tegucigalpa,Caguas,Honduras,Puerto Rico,3,129.9900055,129.9900055,Second Class,Late delivery
Escuintla,Caguas,Guatemala,Puerto Rico,5,129.9900055,129.9900055,Second Class,Late delivery
Pilar,Yauco,Brasil,Puerto Rico,3,129.9900055,129.9900055,Second Class,Late delivery
Arequipa,Caguas,Perú,Puerto Rico,6,129.9900055,129.9900055,Second Class,Late delivery
Guadalajara,Caguas,México,Puerto Rico,5,128.6900024,128.6900024,Second Class,Late delivery
San Pedro Sula,Caguas,Honduras,Puerto Rico,4,128.6900024,128.6900024,Second Class,Late delivery
Indaial,Caguas,Brasil,Puerto Rico,3,59.38999939,59.38999939,Second Class,Late delivery
Caracas,Caguas,Venezuela,Puerto Rico,2,128.6900024,128.6900024,Second Class,Shipping on time
Santo Domingo,Caguas,República Dominicana,Puerto Rico,6,127.3899994,127.3899994,Second Class,Late delivery
Juárez,Caguas,México,Puerto Rico,2,127.3899994,127.3899994,Second Class,Shipping on time
Quetzaltenango,Caguas,Guatemala,Puerto Rico,5,127.3899994,127.3899994,Second Class,Late delivery
Guadalajara,Caguas,México,Puerto Rico,5,127.3899994,127.3899994,Second Class,Late delivery
San Pedro Sula,Caguas,Honduras,Puerto Rico,4,127.3899994,127.3899994,Second Class,Late delivery
La Ceiba,Manati,Honduras,Puerto Rico,3,127.3899994,127.3899994,Second Class,Late delivery
Santo Domingo,Caguas,República Dominicana,Puerto Rico,6,126.0899963,126.0899963,Second Class,Late delivery
Miguel Hidalgo,Caguas,México,Puerto Rico,2,58.18999863,58.18999863,Second Class,Shipping on time
León,Caguas,México,Puerto Rico,6,126.0899963,126.0899963,Second Class,Late delivery
Córdoba,Caguas,México,Puerto Rico,6,126.0899963,126.0899963,Second Class,Late delivery
Tijuana,Caguas,México,Puerto Rico,4,126.0899963,126.0899963,Second Class,Late delivery
Tijuana,Caguas,México,Puerto Rico,4,124.7900009,124.7900009,Second Class,Late delivery
Tlalpan,Caguas,México,Puerto Rico,2,124.7900009,124.7900009,Second Class,Shipping on time
Lima,Caguas,Perú,Puerto Rico,6,57.59000015,57.59000015,Second Class,Late delivery
Cabo Frio,Caguas,Brasil,Puerto Rico,2,124.7900009,124.7900009,Second Class,Shipping on time
Mexico City,Caguas,México,Puerto Rico,3,56.99000168,56.99000168,Second Class,Late delivery
Chihuahua,Caguas,México,Puerto Rico,3,56.99000168,56.99000168,Second Class,Late delivery
León,Caguas,Nicaragua,Puerto Rico,4,123.4899979,123.4899979,Second Class,Late delivery
Valinhos,Caguas,Brasil,Puerto Rico,4,56.99000168,56.99000168,Second Class,Late delivery
Buenos Aires,Caguas,Argentina,Puerto Rico,5,123.4899979,123.4899979,Second Class,Late delivery
Zapopan,Caguas,México,Puerto Rico,2,122.8399963,122.8399963,Second Class,Shipping on time
Tlalnepantla,Caguas,México,Puerto Rico,3,122.8399963,122.8399963,Second Class,Late delivery
São Paulo,Caguas,Brasil,Puerto Rico,2,122.8399963,122.8399963,Second Class,Shipping on time
Santiago de Chile,Caguas,Chile,Puerto Rico,4,122.8399963,122.8399963,Second Class,Late delivery
Pirapora,Bayamon,Brasil,Puerto Rico,4,122.8399963,122.8399963,Second Class,Late delivery
Lima,Caguas,Perú,Puerto Rico,5,122.8399963,122.8399963,Second Class,Late delivery
Coyoacán,Caguas,México,Puerto Rico,6,120.8899994,120.8899994,Second Class,Late delivery
San Salvador,Caguas,El Salvador,Puerto Rico,5,120.8899994,120.8899994,Second Class,Late delivery
Obregón,Caguas,México,Puerto Rico,5,120.8899994,120.8899994,Second Class,Late delivery
Lima,Caguas,Perú,Puerto Rico,3,120.8899994,120.8899994,Second Class,Late delivery
El Progreso,Caguas,Honduras,Puerto Rico,5,54.59000015,54.59000015,Second Class,Late delivery
General Escobedo,Caguas,México,Puerto Rico,3,118.2900009,118.2900009,Second Class,Late delivery
Coyoacán,Caguas,México,Puerto Rico,3,118.2900009,118.2900009,Second Class,Late delivery
Ponte Nova,Caguas,Brasil,Puerto Rico,2,54.59000015,54.59000015,Second Class,Shipping on time
Lima,Caguas,Perú,Puerto Rico,3,118.2900009,118.2900009,Second Class,Late delivery
San Luis Río Colorado,Bayamon,México,Puerto Rico,4,116.9899979,116.9899979,Second Class,Late delivery
Coyoacán,Caguas,México,Puerto Rico,3,116.9899979,116.9899979,Second Class,Late delivery
Hermosillo,Caguas,México,Puerto Rico,2,116.9899979,116.9899979,Second Class,Shipping on time
Salvador,Caguas,Brasil,Puerto Rico,6,116.9899979,116.9899979,Second Class,Late delivery
Santo Domingo,Caguas,República Dominicana,Puerto Rico,5,114.3899994,114.3899994,Second Class,Late delivery
Zapopan,Caguas,México,Puerto Rico,3,52.79000092,52.79000092,Second Class,Late delivery
Miguel Hidalgo,Caguas,México,Puerto Rico,2,114.3899994,114.3899994,Second Class,Shipping on time
Irapuato,Caguas,México,Puerto Rico,5,114.3899994,114.3899994,Second Class,Late delivery
Managua,Caguas,Nicaragua,Puerto Rico,6,114.3899994,114.3899994,Second Class,Late delivery
Santo Domingo,Caguas,República Dominicana,Puerto Rico,5,113.0899963,113.0899963,Second Class,Late delivery
Contramaestre,Caguas,Cuba,Puerto Rico,2,113.0899963,113.0899963,Second Class,Shipping on time
Managua,Caguas,Nicaragua,Puerto Rico,4,113.0899963,113.0899963,Second Class,Late delivery
Talcahuano,Caguas,Chile,Puerto Rico,2,113.0899963,113.0899963,Second Class,Shipping on time
Curitiba,Caguas,Brasil,Puerto Rico,6,113.0899963,113.0899963,Second Class,Late delivery
Contramaestre,Caguas,Cuba,Puerto Rico,2,110.4899979,110.4899979,Second Class,Shipping on time
Victoria,Caguas,México,Puerto Rico,6,50.99000168,50.99000168,Second Class,Late delivery
Zapopan,Caguas,México,Puerto Rico,3,110.4899979,110.4899979,Second Class,Late delivery
Reynosa,Caguas,México,Puerto Rico,6,110.4899979,110.4899979,Second Class,Late delivery
Santiago de Chile,Caguas,Chile,Puerto Rico,4,110.4899979,110.4899979,Second Class,Late delivery
Lima,Caguas,Perú,Puerto Rico,2,110.4899979,110.4899979,Second Class,Shipping on time
Bridgetown,Caguas,Barbados,Puerto Rico,3,109.1900024,109.1900024,Second Class,Late delivery
Obregón,Caguas,México,Puerto Rico,5,50.38999939,50.38999939,Second Class,Late delivery
Soyapango,Rio Grande,El Salvador,Puerto Rico,4,109.1900024,109.1900024,Second Class,Late delivery
Córdoba,Caguas,México,Puerto Rico,3,109.1900024,109.1900024,Second Class,Late delivery
São Gonçalo,Caguas,Brasil,Puerto Rico,2,50.38999939,50.38999939,Second Class,Shipping on time
Penedo,Caguas,Brasil,Puerto Rico,4,109.1900024,109.1900024,Second Class,Late delivery
Bogotá,Caguas,Colombia,Puerto Rico,3,109.1900024,109.1900024,Second Class,Late delivery
Moa,Humacao,Cuba,Puerto Rico,4,107.8899994,107.8899994,Second Class,Late delivery
Los Mochis,Caguas,México,Puerto Rico,4,49.18999863,49.18999863,Second Class,Late delivery
San Pedro Sula,Caguas,Honduras,Puerto Rico,5,106.5899963,106.5899963,Second Class,Late delivery
Tegucigalpa,Caguas,Honduras,Puerto Rico,5,106.5899963,106.5899963,Second Class,Late delivery
Panama City,Caguas,Panamá,Puerto Rico,2,106.5899963,106.5899963,Second Class,Shipping on time
Toluca,Caguas,México,Puerto Rico,3,106.5899963,106.5899963,Second Class,Late delivery
Maracaibo,Mayaguez,Venezuela,Puerto Rico,4,106.5899963,106.5899963,Second Class,Late delivery
Colón,Caguas,Panamá,Puerto Rico,5,47.99000168,47.99000168,Second Class,Late delivery
Los Mochis,Caguas,México,Puerto Rico,4,103.9899979,103.9899979,Second Class,Late delivery
Puebla,Ponce,México,Puerto Rico,4,103.9899979,103.9899979,Second Class,Late delivery
Morelia,Caguas,México,Puerto Rico,6,103.9899979,103.9899979,Second Class,Late delivery
Toluca,Caguas,México,Puerto Rico,3,103.9899979,103.9899979,Second Class,Late delivery
Pilar,Yauco,Brasil,Puerto Rico,3,47.99000168,47.99000168,Second Class,Late delivery
Recife,Caguas,Brasil,Puerto Rico,6,103.9899979,103.9899979,Second Class,Late delivery
Milpa Alta,Caguas,México,Puerto Rico,2,97.48999786,97.48999786,Second Class,Shipping on time
Guacara,Caguas,Venezuela,Puerto Rico,5,97.48999786,97.48999786,Second Class,Late delivery
Medellín,Caguas,Colombia,Puerto Rico,2,97.48999786,97.48999786,Second Class,Shipping on time
Villa Frontera,Caguas,México,Puerto Rico,2,39.99000168,39.99000168,Second Class,Shipping on time
Santa Clara,Caguas,Cuba,Puerto Rico,5,49.5,49.5,Second Class,Late delivery
Madero,Caguas,México,Puerto Rico,6,49.5,49.5,Second Class,Late delivery
Santa Clara,Caguas,Cuba,Puerto Rico,5,39.18999863,39.18999863,Second Class,Late delivery
Tegucigalpa,Caguas,Honduras,Puerto Rico,5,49.0,49.0,Second Class,Late delivery
Juárez,Caguas,México,Puerto Rico,2,48.5,48.5,Second Class,Shipping on time
Puerto La Cruz,Caguas,Venezuela,Puerto Rico,2,48.5,48.5,Second Class,Shipping on time
San Salvador,Caguas,El Salvador,Puerto Rico,2,48.0,48.0,Second Class,Shipping on time
Barranquilla,Caguas,Colombia,Puerto Rico,4,37.99000168,37.99000168,Second Class,Late delivery
Santiago de Chile,Caguas,Chile,Puerto Rico,4,37.99000168,37.99000168,Second Class,Late delivery
Bridgetown,Caguas,Barbados,Puerto Rico,3,37.79000092,37.79000092,Second Class,Late delivery
Managua,Caguas,Nicaragua,Puerto Rico,4,47.25,47.25,Second Class,Late delivery
Tepic,Caguas,México,Puerto Rico,2,45.0,45.0,Second Class,Shipping on time
Pirapora,Bayamon,Brasil,Puerto Rico,4,45.0,45.0,Second Class,Late delivery
Tlalpan,Caguas,México,Puerto Rico,2,44.0,44.0,Second Class,Shipping on time
Iguala,Caguas,México,Puerto Rico,3,34.79000092,34.79000092,Second Class,Late delivery
Managua,Caguas,Nicaragua,Puerto Rico,6,43.5,43.5,Second Class,Late delivery
Santa Clara,Caguas,Cuba,Puerto Rico,6,42.5,42.5,Second Class,Late delivery
Indaial,Caguas,Brasil,Puerto Rico,3,42.5,42.5,Second Class,Late delivery
Reynosa,Caguas,México,Puerto Rico,6,41.5,41.5,Second Class,Late delivery
León,Caguas,México,Puerto Rico,6,41.0,41.0,Second Class,Late delivery
Santo Domingo,Mayaguez,República Dominicana,Puerto Rico,3,23.23999977,23.23999977,Second Class,Late delivery
San Fernando,Caguas,Trinidad y Tobago,Puerto Rico,6,232.4900055,232.4900055,Second Class,Late delivery
Córdoba,Caguas,México,Puerto Rico,3,29.11000061,29.11000061,Second Class,Late delivery
Milpa Alta,Caguas,México,Puerto Rico,2,22.48999977,22.48999977,Second Class,Shipping on time
Soyapango,Rio Grande,El Salvador,Puerto Rico,4,19.98999977,19.98999977,Second Class,Late delivery
San Fernando,Caguas,Trinidad y Tobago,Puerto Rico,6,299.980011,299.980011,Second Class,Late delivery
Tlalpan,Caguas,México,Puerto Rico,6,399.980011,399.980011,Second Class,Late delivery
Panama City,Caguas,Panamá,Puerto Rico,3,399.980011,399.980011,Second Class,Late delivery
Hermosillo,Caguas,México,Puerto Rico,2,399.980011,399.980011,Second Class,Shipping on time
Tlalnepantla,Caguas,México,Puerto Rico,3,296.980011,296.980011,Second Class,Late delivery
Tlalpan,Caguas,México,Puerto Rico,6,395.980011,395.980011,Second Class,Late delivery
Tlaquepaque,Humacao,México,Puerto Rico,4,391.980011,391.980011,Second Class,Late delivery
Talcahuano,Caguas,Chile,Puerto Rico,3,391.980011,391.980011,Second Class,Late delivery
Santo Domingo,Caguas,República Dominicana,Puerto Rico,6,290.980011,290.980011,Second Class,Late delivery
Querétaro,Caguas,México,Puerto Rico,5,290.980011,290.980011,Second Class,Late delivery
Villa Frontera,Caguas,México,Puerto Rico,2,287.980011,287.980011,Second Class,Shipping on time
Ponte Nova,Caguas,Brasil,Puerto Rico,3,287.980011,287.980011,Second Class,Late delivery
Cochabamba,Caguas,Bolivia,Puerto Rico,3,287.980011,287.980011,Second Class,Late delivery
Quetzaltenango,Caguas,Guatemala,Puerto Rico,5,284.980011,284.980011,Second Class,Late delivery
Madero,Caguas,México,Puerto Rico,6,284.980011,284.980011,Second Class,Late delivery
Zapopan,Caguas,México,Puerto Rico,5,379.980011,379.980011,Second Class,Late delivery
Porto Alegre,Caguas,Brasil,Puerto Rico,6,284.980011,284.980011,Second Class,Late delivery
Iguala,Caguas,México,Puerto Rico,3,278.980011,278.980011,Second Class,Late delivery
Querétaro,Caguas,México,Puerto Rico,5,371.980011,371.980011,Second Class,Late delivery
Zapopan,Caguas,México,Puerto Rico,2,371.980011,371.980011,Second Class,Shipping on time
Camagüey,Caguas,Cuba,Puerto Rico,4,272.980011,272.980011,Second Class,Late delivery
Puebla,Ponce,México,Puerto Rico,4,272.980011,272.980011,Second Class,Late delivery
La Ceiba,Manati,Honduras,Puerto Rico,3,363.980011,363.980011,Second Class,Late delivery
Managua,Caguas,Nicaragua,Puerto Rico,6,363.980011,363.980011,Second Class,Late delivery
Cúcuta,Caguas,Colombia,Puerto Rico,2,363.980011,363.980011,Second Class,Shipping on time
Puebla,Ponce,México,Puerto Rico,4,269.980011,269.980011,Second Class,Late delivery
Talcahuano,Caguas,Chile,Puerto Rico,2,269.980011,269.980011,Second Class,Shipping on time
Indaial,Caguas,Brasil,Puerto Rico,3,359.980011,359.980011,Second Class,Late delivery
Maracaibo,Caguas,Venezuela,Puerto Rico,6,359.980011,359.980011,Second Class,Late delivery
Santo Domingo,Caguas,República Dominicana,Puerto Rico,6,351.980011,351.980011,Second Class,Late delivery
Matanzas,Caguas,Cuba,Puerto Rico,3,351.980011,351.980011,Second Class,Late delivery
Tepic,Caguas,México,Puerto Rico,2,263.980011,263.980011,Second Class,Shipping on time
São Paulo,Caguas,Brasil,Puerto Rico,6,263.980011,263.980011,Second Class,Late delivery
Cabo Frio,Caguas,Brasil,Puerto Rico,2,263.980011,263.980011,Second Class,Shipping on time
Buenos Aires,Caguas,Argentina,Puerto Rico,6,351.980011,351.980011,Second Class,Late delivery
Consolación del Sur,Caguas,Cuba,Puerto Rico,3,260.980011,260.980011,Second Class,Late delivery
Guadalajara,Caguas,México,Puerto Rico,2,260.980011,260.980011,Second Class,Shipping on time
Guadalajara,Caguas,México,Puerto Rico,3,260.980011,260.980011,Second Class,Late delivery
Madero,Caguas,México,Puerto Rico,6,347.980011,347.980011,Second Class,Late delivery
São Paulo,Caguas,Brasil,Puerto Rico,6,260.980011,260.980011,Second Class,Late delivery
Limeira,Caguas,Brasil,Puerto Rico,2,260.980011,260.980011,Second Class,Shipping on time
Igarassu,Caguas,Brasil,Puerto Rico,2,260.980011,260.980011,Second Class,Shipping on time
Holguín,Caguas,Cuba,Puerto Rico,4,339.980011,339.980011,Second Class,Late delivery
Juárez,Caguas,México,Puerto Rico,2,254.9799957,254.9799957,Second Class,Shipping on time
Los Mochis,Caguas,México,Puerto Rico,4,254.9799957,254.9799957,Second Class,Late delivery
Tijuana,Caguas,México,Puerto Rico,6,339.980011,339.980011,Second Class,Late delivery
Manizales,Caguas,Colombia,Puerto Rico,6,254.9799957,254.9799957,Second Class,Late delivery
Cúcuta,Caguas,Colombia,Puerto Rico,2,251.9799957,251.9799957,Second Class,Shipping on time
Pirapora,Bayamon,Brasil,Puerto Rico,4,335.980011,335.980011,Second Class,Late delivery
Santiago de los Caballeros,Caguas,República Dominicana,Puerto Rico,5,331.980011,331.980011,Second Class,Late delivery
Mixco,Caguas,Guatemala,Puerto Rico,3,248.9799957,248.9799957,Second Class,Late delivery
Córdoba,Caguas,México,Puerto Rico,6,248.9799957,248.9799957,Second Class,Late delivery
Managua,Caguas,Nicaragua,Puerto Rico,4,248.9799957,248.9799957,Second Class,Late delivery
Tuxtla Gutiérrez,Caguas,México,Puerto Rico,2,248.9799957,248.9799957,Second Class,Shipping on time
Guasave,Caguas,México,Puerto Rico,6,248.9799957,248.9799957,Second Class,Late delivery
Mérida,Caguas,México,Puerto Rico,5,248.9799957,248.9799957,Second Class,Late delivery
Managua,Caguas,Nicaragua,Puerto Rico,2,248.9799957,248.9799957,Second Class,Shipping on time
Bridgetown,Caguas,Barbados,Puerto Rico,3,245.9799957,245.9799957,Second Class,Late delivery
Zapopan,Caguas,México,Puerto Rico,3,245.9799957,245.9799957,Second Class,Late delivery
Guasave,Caguas,México,Puerto Rico,6,245.9799957,245.9799957,Second Class,Late delivery
Managua,Caguas,Nicaragua,Puerto Rico,2,245.9799957,245.9799957,Second Class,Shipping on time
Guadalajara,Caguas,México,Puerto Rico,2,327.980011,327.980011,Second Class,Shipping on time
Buenos Aires,Caguas,Argentina,Puerto Rico,5,245.9799957,245.9799957,Second Class,Late delivery
Ilopango,Caguas,El Salvador,Puerto Rico,5,239.9799957,239.9799957,Second Class,Late delivery
Tegucigalpa,Caguas,Honduras,Puerto Rico,5,239.9799957,239.9799957,Second Class,Late delivery
La Ceiba,Manati,Honduras,Puerto Rico,3,239.9799957,239.9799957,Second Class,Late delivery
Tlalpan,Caguas,México,Puerto Rico,2,239.9799957,239.9799957,Second Class,Shipping on time
Managua,Caguas,Nicaragua,Puerto Rico,2,239.9799957,239.9799957,Second Class,Shipping on time
Morelia,Caguas,México,Puerto Rico,3,224.9900055,224.9900055,Second Class,Late delivery
Managua,Caguas,Nicaragua,Puerto Rico,4,224.9900055,224.9900055,Second Class,Late delivery
Managua,Caguas,Nicaragua,Puerto Rico,2,224.9900055,224.9900055,Second Class,Shipping on time
Zapopan,Caguas,México,Puerto Rico,5,224.9900055,224.9900055,Second Class,Late delivery
Santa Rosa,Caguas,Brasil,Puerto Rico,3,224.9900055,224.9900055,Second Class,Late delivery
Tuxtla Gutiérrez,Caguas,México,Puerto Rico,5,30.44000053,30.44000053,Second Class,Late delivery
Panama City,Caguas,Panamá,Puerto Rico,5,99.98999786,99.98999786,Second Class,Late delivery
Tipitapa,Caguas,Nicaragua,Puerto Rico,3,99.98999786,99.98999786,Second Class,Late delivery
Mexicali,Caguas,México,Puerto Rico,6,129.9900055,129.9900055,Second Class,Late delivery
Pindamonhangaba,Caguas,Brasil,Puerto Rico,5,129.9900055,129.9900055,Second Class,Late delivery
Villa Nueva,Caguas,Guatemala,Puerto Rico,3,59.38999939,59.38999939,Second Class,Late delivery
Mexicali,Caguas,México,Puerto Rico,6,128.6900024,128.6900024,Second Class,Late delivery
Tipitapa,Caguas,Nicaragua,Puerto Rico,3,127.3899994,127.3899994,Second Class,Late delivery
Neiva,Carolina,Colombia,Puerto Rico,2,124.7900009,124.7900009,Second Class,Shipping on time
São Paulo,Caguas,Brasil,Puerto Rico,2,124.7900009,124.7900009,Second Class,Shipping on time
Holguín,Caguas,Cuba,Puerto Rico,2,123.4899979,123.4899979,Second Class,Shipping on time
Irapuato,Caguas,México,Puerto Rico,6,120.8899994,120.8899994,Second Class,Late delivery
San Salvador,Caguas,El Salvador,Puerto Rico,4,118.2900009,118.2900009,Second Class,Late delivery
Barquisimeto,Caguas,Venezuela,Puerto Rico,5,53.99000168,53.99000168,Second Class,Late delivery
Açu,Caguas,Brasil,Puerto Rico,5,116.9899979,116.9899979,Second Class,Late delivery
